Thu Oct 05 09:17:58 2017    prof.txt

         3128204 function calls (3124911 primitive calls) in 5.202 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 hashlib.py:94(__get_openssl_constructor)
        6    0.000    0.000    0.000    0.000 StringIO.py:54(__init__)
        1    0.000    0.000    0.000    0.000 polynomial.py:939(poly1d)
        1    0.000    0.000    0.000    0.000 _norm.py:3(<module>)
       15    0.000    0.000    0.000    0.000 pyparsing.py:2729(charsAsStr)
        1    0.000    0.000    0.000    0.000 betweenness_subset.py:3(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:283(__init__)
        4    0.000    0.000    0.000    0.000 {filter}
       57    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 pyparsing.py:1457(__init__)
        1    0.000    0.000    0.000    0.000 binary.py:3(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:674(GraphicsContextBase)
        1    0.000    0.000    0.000    0.000 swap.py:3(<module>)
        2    0.000    0.000    0.000    0.000 core.py:6370(__init__)
        1    0.000    0.000    0.000    0.000 graphical.py:3(<module>)
        1    0.000    0.000    0.000    0.000 uuid.py:53(UUID)
        1    0.000    0.000    0.000    0.000 spectral_constants.py:4(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.000    0.000    0.000    0.000 product.py:3(<module>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:2409(parseImpl)
        1    0.000    0.000    0.000    0.000 <string>:1(Mismatch)
       12    0.000    0.000    0.000    0.000 {method 'acquire' of 'thread.lock' objects}
        1    0.000    0.000    0.000    0.000 data.py:21(_data_matrix)
        1    0.000    0.000    0.000    0.000 semiconnected.py:4(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:76(_determine_error_states)
       27    0.000    0.000    0.000    0.000 decimal.py:3809(<genexpr>)
        1    0.000    0.000    0.000    0.000 figure.py:50(AxesStack)
        1    0.000    0.000    0.000    0.000 colorbar.py:214(ColorbarBase)
       19    0.000    0.000    0.000    0.000 tokenize.py:44(group)
        4    0.000    0.000    0.000    0.000 six.py:91(__get__)
        1    0.000    0.000    0.000    0.000 density_standards.py:3(<module>)
        1    0.000    0.000    0.000    0.000 lil.py:19(lil_matrix)
        1    0.000    0.000    0.000    0.000 numbers.py:34(Complex)
        3    0.000    0.000    0.000    0.000 locale.py:347(normalize)
        2    0.000    0.000    0.000    0.000 argparse.py:1473(__init__)
        6    0.000    0.000    0.000    0.000 __init__.py:210(_acquireLock)
       75    0.000    0.000    0.000    0.000 {method 'iteritems' of 'dict' objects}
       22    0.000    0.000    0.000    0.000 {sys.exc_info}
        1    0.000    0.000    0.000    0.000 backend_agg.py:55(RendererAgg)
       19    0.000    0.000    0.000    0.000 tokenize.py:48(group)
       15    0.000    0.000    0.000    0.000 threading.py:58(__init__)
        1    0.000    0.000    0.000    0.000 color_constants.py:4(<module>)
        7    0.000    0.000    0.000    0.000 pyparsing.py:3076(__init__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1855(__mul__)
        1    0.000    0.000    0.000    0.000 community.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(FullArgSpec)
        1    0.000    0.000    0.000    0.000 graph.py:26(Graph)
        3    0.000    0.000    0.000    0.000 argparse.py:1422(_pop_action_class)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1694(parse_known_args)
        1    0.000    0.000    0.000    0.000 misc.py:89(OrderedDict)
        1    0.000    0.000    0.000    0.000 rcm.py:3(<module>)
        1    0.000    0.000    0.000    0.000 intersection.py:4(<module>)
        1    0.000    0.000    0.001    0.001 {method 'decode' of 'str' objects}
       33    0.000    0.000    0.000    0.000 cm.py:25(_reverser)
       10    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       22    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _spherical_bessel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(Attribute)
        1    0.000    0.000    0.000    0.000 pickle.py:171(Pickler)
        1    0.000    0.000    0.000    0.000 isomorph.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _expm_frechet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(ParseResult)
        1    0.000    0.000    0.000    0.000 StringIO.py:30(<module>)
        1    0.000    0.000    0.000    0.000 linalg_version.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
        4    0.000    0.000    0.000    0.000 pyparsing.py:1819(__radd__)
        1    0.000    0.000    0.000    0.000 <string>:1(SplitResult)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3819(__str__)
       18    0.000    0.000    0.000    0.000 {_struct.calcsize}
        2    0.000    0.000    0.002    0.001 pyparsing.py:4741(srange)
        1    0.000    0.000    0.000    0.000 matfuncs.py:349(_ExpmPadeHelper)
        1    0.000    0.000    0.000    0.000 parser.py:617(_result)
        1    0.000    0.000    0.000    0.000 breadth_first_search.py:7(<module>)
        3    0.000    0.000    0.000    0.000 argparse.py:2313(_get_formatter)
       18    0.000    0.000    0.000    0.000 {any}
        1    0.000    0.000    0.000    0.000 defmatrix.py:174(matrix)
        2    0.000    0.000    0.001    0.000 driver.py:134(_newer)
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
        2    0.000    0.000    0.000    0.000 helper.py:251(__init__)
        3    0.000    0.000    0.000    0.000 argparse.py:1307(_add_action)
        1    0.000    0.000    0.000    0.000 dia.py:18(dia_matrix)
        1    0.000    0.000    0.000    0.000 pgen.py:10(ParserGenerator)
        6    0.000    0.000    0.000    0.000 {numpy.core.multiarray.result_type}
        5    0.000    0.000    0.000    0.000 fractions.py:280(_operator_fallbacks)
        1    0.000    0.000    0.000    0.000 patches.py:46(Patch)
        6    0.000    0.000    0.000    0.000 tokenize.py:243(untokenize)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgSpec)
        6    0.000    0.000    0.000    0.000 pyparsing.py:1181(setResultsName)
        1    0.000    0.000    0.000    0.000 threading.py:640(Thread)
        1    0.000    0.000    0.000    0.000 __init__.py:238(Verbose)
        1    0.000    0.000    0.000    0.000 geo.py:409(MollweideTransform)
        2    0.000    0.000    0.000    0.000 getlimits.py:532(max)
        1    0.000    0.000    0.000    0.000 rrule.py:302(rrule)
        3    0.000    0.000    0.000    0.000 gettext.py:527(dgettext)
        1    0.000    0.000    0.000    0.000 _decomp_polar.py:1(<module>)
       31    0.000    0.000    0.000    0.000 __init__.py:100(disallow_types)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4803(tokenMap)
       12    0.000    0.000    0.000    0.000 _testutils.py:26(__init__)
        5    0.000    0.000    0.000    0.000 iterative.py:62(combine)
       13    0.000    0.000    0.000    0.000 numerictypes.py:181(english_capitalize)
        1    0.000    0.000    0.000    0.000 decorator.py:239(decorator)
        1    0.000    0.000    0.000    0.000 union_find.py:3(<module>)
        2    0.000    0.000    0.000    0.000 {_csv.register_dialect}
       40    0.000    0.000    0.000    0.000 version.py:273(<lambda>)
        1    0.000    0.000    0.000    0.000 grammar.py:100(copy)
        3    0.000    0.000    0.000    0.000 argparse.py:763(__init__)
        1    0.000    0.000    0.000    0.000 result.py:26(TestResult)
        1    0.000    0.000    0.000    0.000 _sketches.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hits_alg.py:2(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:780(__setitem__)
        6    0.000    0.000    0.000    0.000 {_struct.unpack}
        9    0.000    0.000    0.000    0.000 pyparsing.py:3995(__str__)
       11    0.000    0.000    0.000    0.000 utils.py:69(__init__)
        1    0.000    0.000    0.000    0.000 axis.py:24(Tick)
        3    0.000    0.000    0.000    0.000 grammar.py:76(__init__)
        1    0.000    0.000    0.000    0.000 extract.py:2(<module>)
        1    0.000    0.000    0.000    0.000 arraysetops.py:27(<module>)
        2    0.000    0.000    0.001    0.001 pyparsing.py:1586(parseString)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1432(DraggableBase)
        3    0.000    0.000    0.000    0.000 _abcoll.py:526(update)
        1    0.000    0.000    0.000    0.000 _logsumexp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _procrustes.py:4(<module>)
        1    0.000    0.000    0.000    0.000 matching.py:5(<module>)
        7    0.000    0.000    0.000    0.000 rrule.py:68(__init__)
        1    0.000    0.000    0.000    0.000 dok.py:29(dok_matrix)
        1    0.000    0.000    0.000    0.000 transforms.py:1878(IdentityTransform)
        7    0.000    0.000    0.000    0.000 {numpy.core.umath.seterrobj}
        1    0.000    0.000    0.000    0.000 <string>:1(Traceback)
        3    0.000    0.000    0.000    0.000 _common.py:98(_validate_fromutc_inputs)
       13    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 spfun_stats.py:33(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:656(__init__)
       54    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        8    0.000    0.000    0.000    0.000 core.py:7973(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2627(NavigationToolbar2)
       14    0.000    0.000    0.000    0.000 cbook.py:125(deprecated)
       27    0.000    0.000    0.000    0.000 decimal.py:3816(<genexpr>)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgInfo)
        9    0.000    0.000    0.000    0.000 extras.py:238(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:321(_tzfile)
        1    0.000    0.000    0.000    0.000 pyparsing.py:301(ParseResults)
        1    0.000    0.000    0.000    0.000 argparse.py:2026(_match_arguments_partial)
        4    0.000    0.000    0.000    0.000 core.py:124(doc_note)
       48    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 algebraicconnectivity.py:105(_LUSolver)
        1    0.000    0.000    0.000    0.000 contour.py:51(ContourLabeler)
        1    0.000    0.000    0.000    0.000 <string>:1(DecimalTuple)
        1    0.000    0.000    0.000    0.000 lambertw.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:528(_get_xdg_config_dir)
        1    0.000    0.000    0.000    0.000 contextmanagers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:9(_get_build_version)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3807(__init__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3142(__init__)
        1    0.000    0.000    0.000    0.000 coo.py:21(coo_matrix)
        1    0.000    0.000    0.000    0.000 textpath.py:20(TextToPath)
        6    0.000    0.000    0.001    0.000 _threadsafety.py:43(decorate)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        1    0.000    0.000    0.000    0.000 random_clustered.py:3(<module>)
        1    0.000    0.000    0.000    0.000 pytree.py:32(Base)
        1    0.000    0.000    0.000    0.000 <string>:1(ModuleInfo)
       10    0.000    0.000    0.000    0.000 legend_handler.py:54(__init__)
        2    0.000    0.000    0.000    0.000 decorator.py:84(FunctionMaker)
       30    0.000    0.000    0.000    0.000 decorator.py:59(__iter__)
        1    0.000    0.000    0.000    0.000 argparse.py:2187(_get_values)
        1    0.000    0.000    0.000    0.000 collections.py:26(OrderedDict)
        1    0.000    0.000    0.000    0.000 generic.py:7(<module>)
        7    0.000    0.000    0.000    0.000 legend_handler.py:120(__init__)
        1    0.000    0.000    0.000    0.000 projection.py:3(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:36(GzipFile)
        1    0.000    0.000    0.000    0.000 numbers.py:295(Integral)
        1    0.000    0.000    0.000    0.000 _iotools.py:251(NameValidator)
       11    0.000    0.000    0.000    0.000 opcode.py:31(name_op)
        1    0.000    0.000    0.000    0.000 refactor.py:174(RefactoringTool)
        4    0.000    0.000    0.000    0.000 genericpath.py:52(getmtime)
        1    0.000    0.000    0.000    0.000 {built-in method now}
        3    0.000    0.000    0.000    0.000 result.py:14(failfast)
        2    0.000    0.000    0.000    0.000 warnings.py:74(simplefilter)
        1    0.000    0.000    0.000    0.000 util.py:4(<module>)
       44    0.000    0.000    0.000    0.000 {method 'iterkeys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 artist.py:859(ArtistInspector)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:216(DifferentialEvolutionSolver)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1265(addParseAction)
        1    0.000    0.000    0.000    0.000 literals.py:4(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:432(__getattr__)
        1    0.000    0.000    0.000    0.000 newint.py:31(newint)
        1    0.000    0.000    0.000    0.000 sysconfig.py:50(_python_build)
       11    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:537(_get_xdg_cache_dir)
        1    0.000    0.000    0.000    0.000 csr.py:23(csr_matrix)
       23    0.000    0.000    0.000    0.000 color_conversions.py:142(color_conversion_function)
        1    0.000    0.000    0.000    0.000 textpath.py:28(__init__)
        1    0.000    0.000    0.000    0.000 spines.py:18(Spine)
        2    0.000    0.000    0.000    0.000 genericpath.py:85(_splitext)
        3    0.000    0.000    0.000    0.000 gettext.py:461(translation)
